,original_triple,SubjectCQ,PropertyCQ,ObjectCQ,Theme
0,Ann Romney's religion is The Church of Jesus Christ of Latter-day Saints.,Who is the founder of the Church of Jesus Christ of Latter-day Saints?,What is Ann Romney's political affiliation?,What is Ann Romney's religion?,Politician
0,Alberto Muñoz Vernaza's religion is Catholicism.,Whose religion is Catholicism?,,,Politician
0,Boris Yeltsin's religion is the Russian Orthodox Church.,Who is the founder of the Russian Orthodox Church?,What is the Russian Orthodox Church?,What is Boris Yeltsin's religion?,Politician
0,Lester L. Wolff's religion is Judaism.,Who is the founder of Judaism?,What is Judaism?,What religion is Lester L. Wolff a member of?,Politician
0,Pompeius Planta's religion is the Catholic Church.,Who is the head of the Catholic Church?,What is Pompeius Planta's religion?,What is Pompeius Planta's religion?,Politician
0,Donny Imam Priambodo believes in the religion of Islam.,Who believes in the religion of Islam?,What does Donny Imam Priambodo believe in?,What religion does Donny Imam Priambodo believe in?,Politician
0,Hu Weiqing writes in Classical Chinese.,Who writes in Classical Chinese?,What is Hu Weiqing's favorite type of writing?,What language does Hu Weiqing write?,Politician
0,費淵 is written in Classical Chinese.,What is written in Classical Chinese?,,,Politician
0,李佑 is written in Classical Chinese.,What is written in Classical Chinese?,,,Politician
0,黃禎 is written in Classical Chinese.,What is written in Classical Chinese?,,,Politician
0,The writing language of Feng Ye is Classical Chinese.,What is the writing language of?,What is the language of Feng Ye?,What is the writing language of Feng Ye?,Politician
0,姜洪 is written in Classical Chinese.,What is written in Classical Chinese?,,,Politician
0,朱英 (正統進士) is the writing language of Classical Chinese.,What is the writing language of Classical Chinese?,,,Politician
0,Heinrich von Friedberg is an employee of the University of Greifswald.,Who is an employee of the University of Greifswald?,What is Heinrich von Friedberg's job title?,Heinrich von Friedberg is an employee of what university?,Politician
0,Vasiliy Williams is employed by the Russian State Agricultural University.,Who is employed by the Russian State Agricultural University?,What is Vasiliy Williams' job title?,What institution does Vasiliy Williams work for?,Politician
0,"James H. ""Jim"" Brown is employed by Tulane University.",Who is employed by Tulane University?,What is James H. Brown's job title?,What university is James H. Brown employed at?,Politician
0,Ruth Feldgrill-Zankel is an Austrian Federal Government employee.,Who is an Austrian Federal Government employee?,What is Ruth Feldgrill-Zankel's job title?,What organization is Ruth Feldgrill-Zankel employed with?,Politician
0,Takushoku University is the employer of Katsura Tarō.,What is Takushoku University's employer?,What is Takushoku University?,,Politician
0,Arvydas Cesiulis is employed by the Klaipėda University.,Who is employed by the Klaip<unk>da University?,,What university is Arvydas Cesiulis employed by?,Politician
0,Toshimaru Fukuhara is an employer of Kyoto University.,Who is an employer of Kyoto University?,What is Toshimaru Fukuhara's job title?,Toshimaru Fukuhara is an employer of what university?,Politician
0,Irène Zbiciak-Csordas is buried at Conde-sur-L'Escaut Communal Cemetery.,Who is buried at Conde-sur-L'Escaut Communal Cemetery?,Where is Irène Zbiciak-Csordas buried?,Where is Irène Zbiciak-Csordas buried?,Politician
0,Pedro Paterno's burial place is the San Agustin Church.,Whose burial place is the San Agustin Church?,Where is Pedro Paterno's church?,Where is Pedro Paterno's burial place?,Politician
0,Richard Descoings is buried at Père Lachaise Cemetery.,Who is buried at Père Lachaise Cemetery?,Where is Richard Descoings buried?,Where is Richard Descoings buried?,Politician
0,William W Hoppin's burial place is Swan Point Cemetery.,Whose burial place is Swan Point Cemetery?,What is the name of William W Hoppin's cemetery?,What is William W Hoppin's burial place?,Politician
0,The burial place of Vytautas Petkevičius is Antakalnis Cemetery.,Who is buried in Antakalnis Cemetery?,What is Antakalnis Cemetery?,,Politician
0,Ebenezer Ward is the burial place of Karrakatta Cemetery.,What is the burial place of Karrakatta Cemetery?,What is Ebenezer Ward?,What is the burial place of Ebenezer Ward?,Politician
0,The burial place of Tokugawa Iemitsu is Taiyū-in Mausoleum.,Who is buried at Taiy<unk>-in Mausoleum?,,Where is the burial place of Tokugawa Iemitsu?,Politician
0,Henry Brouncker's mother is Ursula Yate.,Who is Ursula Yate?,What is Ursula Yate's occupation?,Who is Henry Brouncker's mother?,Politician
0,Qiao Shi (Mother of Dongziyi) is the mother of Dong Ziyi.,Who is Qiao Shi the mother of?,What is Qiao Shi's job?,Who is the mother of Dong Ziyi?,Politician
0,Frances Eyre is the mother of Granville Harcourt-Vernon.,What is the name of the famous American artist?,What is Frances Eyre's occupation?,Who is the mother of Granville Harcourt-Vernon?,Politician
0,Manuel Bulnes Pinto's mother is Enriqueta Pinto Garmendia.,Who is Enriqueta Pinto Garmendia?,What is Enriqueta Pinto Garmendia's occupation?,Who is Manuel Bulnes Pinto's mother?,Politician
0,Catherine Letitia Leslie is the mother of John Leslie Foster.,Who is Catherine Letitia Leslie the mother of?,What is Catherine Letitia Leslie's occupation?,Who is the mother of John Leslie Foster?,Politician
0,Fabrizio Branciforte's mother is Dorotea Barresi e Santapau.,Who is the son of Dorotea Barresi e Santapau?,What is the name of Fabrizio Branciforte's mother?,Who is Fabrizio Branciforte's mother?,Politician
0,The mother of Ernestine Albertine of Saxe-Weimar is Eleonore Wilhelmine of Anhalt-Köthen.,Who is Eleonore Wilhelmine's mother?,What is Eleonore Wilhelmine's occupation?,Who is Ernestine Albertine's mother?,Politician
0,Stephanie Chang lives in Detroit.,Who lives in Detroit?,Where does Stephanie Chang live?,Where does Stephanie Chang live?,Politician
0,Keith Falconer Fletcher lives in Massachusetts.,Who lives in Massachusetts?,Where does Keith Falconer Fletcher live?,Where does Keith Falconer Fletcher live?,Politician
0,Ilona Lahdenranta lives in Eurajoki.,Who lives in Eurajoki?,What is Ilona Lahdenranta's occupation?,Where does Ilona Lahdenranta live?,Politician
0,John Laughlin Rankin lives in Taunton.,Who lives in Taunton?,Where does John Laughlin Rankin live?,Where does John Laughlin Rankin live?,Politician
0,Hannu Kopola's residence is in Lempäälä.,Whose residence is in Lempäälä?,What is Hannu Kopola's name?,Where is Hannu Kopola's residence?,Politician
0,Willem Drees lives in Marnixkade.,Who lives in Marnixkade?,What is the name of Willem Drees's place of work?,Where does Willem Drees live?,Politician
0,Milorad Vučelić lives in Belgrade.,Who lives in Belgrade?,,,Politician
0,"Sir Trevor Williams, 1st Baronet is a member of Habeas Corpus Parliament.",Who is a member of Habeas Corpus Parliament?,What is Sir Trevor Williams's position in Habeas Corpus Parliament?,What is Sir Trevor Williams a member of?,Politician
0,Joel Anderson is a member of the American Legislative Exchange Council.,Who is a member of the American Legislative Exchange Council?,What is Joel Anderson's position in the American Legislative Exchange Council?,What is Joel Anderson a member of?,Politician
0,"Manuel García-Prieto, 1st Marquis of Alhucemas is a member of Institut de Droit International.",Who is a member of Institut de Droit International?,,,Politician
0,Danny Kennedy is a member of the Orange Order.,Who is a member of the Orange Order?,What is Danny Kennedy's affiliation with?,What is Danny Kennedy a member of?,Politician
0,Alo Hauser is a member of the Katholischer Studentenverein Arminia Bonn.,Who is a member of the Katholischer Studentenverein Arminia Bonn?,What is Alo Hauser's affiliation with?,What is Alo Hauser a member of?,Politician
0,Ralf Fücks is a member of the Komitees für Demokratie und Sozialismus.,Who is a member of the Komitees für Demokratie und Sozialismus?,What is Fücks's position in the Komitees für Demokratie und Sozialismus?,What group is Ralf Fücks a member of?,Politician
0,Roland Renne is a member of the Phi Beta Kappa Society.,Who is a member of the Phi Beta Kappa Society?,What is Roland Renne's affiliation with Phi Beta Kappa Society?,What is Roland Renne a member of?,Politician
0,Klaus von der Krone speaks German.,Who speaks German?,What language does Klaus von der Krone speak?,What language does Klaus von der Krone speak?,Politician
0,Mary V. Riley's native language is the Southern Athabaskan languages.,Who is the native speaker of the Southern Athabaskan languages?,What is Mary V. Riley's language?,What is Mary V. Riley's native language?,Politician
0,François Garnier's native language is French.,Who speaks French?,What is François Garnier's native language?,What is Garnier's native language?,Politician
0,René Richard Louis Castel's native language is French.,Who speaks French?,What is René Richard Louis Castel's?,What is René Richard Louis Castel's native language?,Politician
0,İbrahim Talî Öngören's native language is Turkish.,What is the name of the person who speaks Turkish?,,,Politician
0,Kemal Şensoy's native language is Turkish.,Who speaks Turkish?,,,Politician
0,Marc-Antoine Sirugue speaks French.,Who speaks French?,What language does Sirugue speak?,What language does Sirugue speak?,Politician
0,Heryani Yuhana's spouse is Tubagus Chasan Sochib.,Who is the spouse of Tubagus Chasan Sochib?,What is the name of Heryani Yuhana's partner?,Who is Heryani Yuhana's spouse?,Politician
0,Mary Berri Chapman Hansbrough is the spouse of Henry C. Hansbrough.,Who is Mary Berri Chapman Hansbrough's husband?,What is Mary Berri Chapman Hansbrough's position?,Who is the spouse of Henry C. Hansbrough?,Politician
0,Haakon Ericsson's spouse is Gunhilda (?),Who is Gunhilda?,What is Gunhilda Ericsson's occupation?,What is Haakon Ericsson's spouse's name?,Politician
0,"Béla I of Hungary's spouse is Richeza of Poland, Queen of Hungary.",Who is the wife of Richeza of Poland?,Who is Richeza of Poland?,Who is Béla I of Hungary's spouse?,Politician
0,Marie Christine Felizitas of Leiningen-Dagsburg-Falkenburg-Heidesheim is married to John William III of Saxe-Eisenach.,Who is married to John William III?,What is the name of the person who is married to John William III?,Who is Marie Christine Felizitas married to?,Politician
0,William Handcock's spouse is Elizabeth Coddington.,Who is Elizabeth Coddington's spouse?,What is Elizabeth Coddington's occupation?,Who is William Handcock's spouse?,Politician
0,Countess Maria Louise Albertine of Leiningen-Falkenburg-Dagsburg is married to Prince George William of Hesse-Darmstadt.,Who is married to Prince George William of Hesse-Darmstadt?,Who is Countess Maria Louise Albertine married to?,Who is Countess Maria Louise Albertine married to?,Politician
